strongs	word	transliteration	derivation	definition	kjv_usage
G1069	γείτων	geítōn	from G1093 (γῆ);	a neighbour (as adjoining one's ground); by implication, a friend	neighbour
G1070	γελάω	geláō	of uncertain affinity;	to laugh (as a sign of joy or satisfaction)	laugh
G1071	γέλως	gélōs	from G1070 (γελάω);	laughter (as a mark of gratification)	laughter
G1072	γεμίζω	gemízō	transitive from G1073 (γέμω);	to fill entirely	fill (be) full
G1073	γέμω	gémō	a primary verb;	to swell out, i.e. be full	be full
G1074	γενεά	geneá	from (a presumed derivative of) G1085 (γένος);	a generation; by implication, an age (the period or the persons)	age, generation, nation, time
G1075	γενεαλογέω	genealogéō	from G1074 (γενεά) and G3056 (λόγος);	to reckon by generations, i.e. trace in genealogy	count by descent
G1076	γενεαλογία	genealogía	from the same as G1075 (γενεαλογέω);	tracing by generations, i.e. "genealogy"	genealogy
G1077	γενέσια	genésia	neuter plural of a derivative of G1078 (γένεσις);	birthday ceremonies	birthday
G1078	γένεσις	génesis	from the same as G1074 (γενεά);	nativity; figuratively, nature	generation, nature(-ral)
G1079	γενετή	genetḗ	feminine of a presumed derivative of the base of G1074 (γενεά);	birth	birth
G1080	γεννάω	gennáō	from a variation of G1085 (γένος);	to procreate (properly, of the father, but by extension of the mother); figuratively, to regenerate	bear, beget, be born, bring forth, conceive, be delivered of, gender, make, spring
G1081	γέννημα	génnēma	from G1080 (γεννάω);	offspring; by analogy, produce (literally or figuratively)	fruit, generation
G1082	Γεννησαρέτ	Gennēsarét	of Hebrew origin (compare H03672);	Gennesaret (i.e. Kinnereth), a lake and plain in Palestine	Gennesaret
G1083	γέννησις	génnēsis	from G1080 (γεννάω);	nativity	birth
G1084	γεννητός	gennētós	from G1080 (γεννάω);	born	they that are born
G1085	γένος	génos	from G1096 (γίνομαι);	"kin" (abstract or concrete, literal or figurative, individual or collective)	born, country(-man), diversity, generation, kind(-red), nation, offspring, stock
G1086	Γεργεσηνός	Gergesēnós	of Hebrew origin (H01622);	a Gergesene (i.e. Girgashite) or one of the aborigines of Palestine	Gergesene
G1087	γερουσία	gerousía	from G1088 (γέρων);	the eldership, i.e. (collectively) the Jewish Sanhedrin	senate
G1088	γέρων	gérōn	of uncertain affinity (compare G1094 (γῆρας));	aged	old
G1089	γεύομαι	geúomai	a primary verb;	to taste; by implication, to eat; figuratively, to experience (good or ill)	eat, taste
G1090	γεωργέω	geōrgéō	from G1092 (γεωργός);	to till (the soil)	dress
G1091	γεώργιον	geṓrgion	neuter of a (presumed) derivative of G1092 (γεωργός);	cultivable, i.e. a farm	husbandry
G1092	γεωργός	geōrgós	from G1093 (γῆ) and the base of G2041 (ἔργον);	a land-worker, i.e. farmer	husbandman
G1093	γῆ	gē	contracted from a primary word;	soil; by extension a region, or the solid part or the whole of the terrene globe (including the occupants in each application)	country, earth(-ly), ground, land, world
G1094	γῆρας	gēras	akin to G1088 (γέρων);	senility	old age
G1095	γηράσκω	gēráskō	from G1094 (γῆρας);	to be senescent	be (wax) old
G1096	γίνομαι	gínomai	a prolongation and middle voice form of a primary verb;	to cause to be ("gen"-erate), i.e. (reflexively) to become (come into being), used with great latitude (literal, figurative, intensive, etc.)	arise, be assembled, be(-come, -fall, -have self), be brought (to pass), (be) come (to pass), continue, be divided, draw, be ended, fall, be finished, follow, be found, be fulfilled, + God forbid, grow, happen, have, be kept, be made, be married, be ordained to be, partake, pass, be performed, be published, require, seem, be showed, X soon as it was, sound, be taken, be turned, use, wax, will, would, be wrought
G1097	γινώσκω	ginṓskō	a prolonged form of a primary verb;	to "know" (absolutely) in a great variety of applications and with many implications (as follow, with others not thus clearly expressed)	allow, be aware (of), feel, (have) know(-ledge), perceived, be resolved, can speak, be sure, understand
G1098	γλεῦκος	gleûkos	akin to G1099 (γλυκύς);	sweet wine, i.e. (properly) must (fresh juice), but used of the more saccharine (and therefore highly inebriating) fermented wine	new wine
G1099	γλυκύς	glykýs	of uncertain affinity;	sweet (i.e. not bitter nor salt)	sweet, fresh
G1100	γλῶσσα	glōssa	of uncertain affinity;	the tongue; by implication, a language (specially, one naturally unacquired)	tongue
G1101	γλωσσόκομον	glōssókomon	from G1100 (γλῶσσα) and the base of G2889 (κόσμος);	properly, a case (to keep mouthpieces of wind-instruments in) i.e. (by extension) a casket or (specially) purse	bag
G1102	γναφεύς	gnapheús	by variation for a derivative from (to tease cloth);	a cloth-dresser	fuller
G1103	γνήσιος	gnḗsios	from the same as G1077 (γενέσια);	legitimate (of birth), i.e. genuine	own, sincerity, true
G1104	γνησίως	gnēsíōs	adverb from G1103 (γνήσιος);	genuinely, i.e. really	naturally
G1105	γνόφος	gnóphos	akin to G3509 (νέφος);	gloom (as of a storm)	blackness
G1106	γνώμη	gnṓmē	from G1097 (γινώσκω);	cognition, i.e. (subjectively) opinion, or (objectively) resolve (counsel, consent, etc.)	advice, + agree, judgment, mind, purpose, will
G1107	γνωρίζω	gnōrízō	from a derivative of G1097 (γινώσκω);	to make known; subjectively, to know	certify, declare, make known, give to understand, do to wit, wot
G1108	γνῶσις	gnōsis	from G1097 (γινώσκω);	knowing (the act), i.e. (by implication) knowledge	knowledge, science
G1109	γνώστης	gnṓstēs	from G1097 (γινώσκω);	a knower	expert
G1110	γνωστός	gnōstós	from G1097 (γινώσκω);	well-known	acquaintance, (which may be) known, notable
G1111	γογγύζω	gongýzō	of uncertain derivation;	to grumble	murmur
G1112	γογγυσμός	gongysmós	from G1111 (γογγύζω);	a grumbling	grudging, murmuring
G1113	γογγυστής	gongystḗs	from G1111 (γογγύζω);	a grumbler	murmurer
G1114	γόης	góēs	from (to wail);	properly, a wizard (as muttering spells), i.e. (by implication) an imposter	seducer
G1115	Γολγοθᾶ	Golgothâ	of Chaldee origin (compare H01538);	the skull; Golgotha, a knoll near Jerusalem	Golgotha
G1116	Γόμοῤῥα	Gómorrha	of Hebrew origin (H06017);	Gomorrha (i.e. Amorah), a place near the Dead Sea	Gomorrha
G1117	γόμος	gómos	from G1073 (γέμω);	a load (as filling), i.e. (specially) a cargo, or (by extension) wares	burden, merchandise
G1118	γονεύς	goneús	from the base of G1096 (γίνομαι);	a parent	parent
G1119	γόνυ	góny	of uncertain affinity;	the "knee"	knee(X -l)
G1120	γονυπετέω	gonypetéō	from a compound of G1119 (γόνυ) and the alternate of G4098 (πίπτω);	to fall on the knee	bow the knee, kneel down
G1121	γράμμα	grámma	from G1125 (γράφω);	a writing, i.e. a letter, note, epistle, book, etc.; plural learning	bill, learning, letter, scripture, writing, written
G1122	γραμματεύς	grammateús	from G1121 (γράμμα). a writer, i.e. (professionally) scribe or secretary		scribe, town-clerk
G1123	γραπτός	graptós	from G1125 (γράφω);	inscribed (figuratively)	written
G1124	γραφή	graphḗ	from G1125 (γράφω);	a document, i.e. holy Writ (or its contents or a statement in it)	scripture
G1125	γράφω	gráphō	a primary verb;	to "grave", especially to write; figuratively, to describe	describe, write(-ing, -ten)
G1126	γραώδης	graṓdēs	from (an old woman) and G1491 (εἶδος);	crone-like, i.e. silly	old wives'
G1127	γρηγορεύω	grēgoreúō	from G1453 (ἐγείρω);	to keep awake, i.e. watch (literally or figuratively)	be vigilant, wake, (be) watch(-ful)
G1128	γυμνάζω	gymnázō	from G1131 (γυμνός);	to practise naked (in the games), i.e. train (figuratively)	exercise
G1129	γυμνασία	gymnasía	from G1128 (γυμνάζω);	training, i.e. (figuratively) asceticism	exercise
G1130	γυμνητεύω	gymnēteúō	from a derivative of G1131 (γυμνός);	to strip, i.e. (reflexively) go poorly clad	be naked
G1131	γυμνός	gymnós	of uncertain affinity;	nude (absolute or relative, literal or figurative)	naked
G1132	γυμνότης	gymnótēs	from G1131 (γυμνός);	nudity (absolute or comparative)	nakedness
G1133	γυναικάριον	gynaikárion	a diminutive from G1135 (γυνή);	a little (i.e. foolish) woman	silly woman
G1134	γυναικεῖος	gynaikeîos	from G1135 (γυνή);	feminine	wife
G1135	γυνή	gynḗ	probably from the base of G1096 (γίνομαι);	a woman; specially, a wife	wife, woman
G1136	Γώγ	Gṓg	of Hebrew origin (H01463);	Gog, a symbolic name for some future Antichrist	Gog
G1137	γωνία	gōnía	probably akin to G1119 (γόνυ);	an angle	corner, quarter
G1138	Δαβίδ	Dabíd	of Hebrew origin (H01732);	Dabid (i.e. David), the Israelite king	David
G1139	δαιμονίζομαι	daimonízomai	middle voice from G1142 (δαίμων);	to be exercised by a dæmon	have a (be vexed with, be possessed with) devil(-s)
G1140	δαιμόνιον	daimónion	neuter of a derivative of G1142 (δαίμων);	a dæmonic being; by extension a deity	devil, god
G1141	δαιμονιώδης	daimoniṓdēs	from G1140 (δαιμόνιον) and G1142 (δαίμων);	dæmon-like	devilish
G1142	δαίμων	daímōn	from (to distribute fortunes);	a dæmon or supernatural spirit (of a bad nature)	devil
G1143	δάκνω	dáknō	a prolonged form of a primary root;	to bite, i.e. (figuratively) thwart	bite
G1144	δάκρυ	dákry	of uncertain affinity;	a tear	tear
G1145	δακρύω	dakrýō	from G1144 (δάκρυ);	to shed tears	weep
G1146	δακτύλιος	daktýlios	from G1147 (δάκτυλος);	a finger-ring	ring
G1147	δάκτυλος	dáktylos	probably from G1176 (δέκα);	a finger	finger
G1148	Δαλμανουθά	Dalmanouthá	probably of Chaldee origin;	Dalmanutha, a place in Palestine	Dalmanutha
G1149	Δαλματία	Dalmatía	probably of foreign derivation;	Dalmatia, a region of Europe	Dalmatia
G1150	δαμάζω	damázō	a variation of an obsolete primary of the same meaning;	to tame	tame
G1151	δάμαλις	dámalis	probably from the base of G1150 (δαμάζω);	a heifer (as tame)	heifer
G1152	Δάμαρις	Dámaris	probably from the base of G1150 (δαμάζω);	perhaps gentle; Damaris, an Athenian woman	Damaris
G1153	Δαμασκηνός	Damaskēnós	from G1154 (Δαμασκός);	a Damascene or inhabitant of Damascus	Damascene
G1154	Δαμασκός	Damaskós	of Hebrew origin (H01834);	Damascus, a city of Syria	Damascus
G1155	δανείζω	daneízō	from G1156 (δάνειον);	to loan on interest; reflexively, to borrow	borrow, lend
G1156	δάνειον	dáneion	from (a gift);	probably akin to the base of G1325 (δίδωμι); a loan	debt
G1157	δανειστής	daneistḗs	from G1155 (δανείζω);	a lender	creditor
G1158	Δανιήλ	Daniḗl	of Hebrew origin (H01840);	Daniel, an Israelite	Daniel
G1159	δαπανάω	dapanáō	from G1160 (δαπάνη);	to expend, i.e. (in a good sense) to incur cost, or (in a bad one) to waste	be at charges, consume, spend
G1160	δαπάνη	dapánē	from (to devour);	expense (as consuming)	cost
G1161	δέ	dé	a primary particle (adversative or continuative);	but, and, etc.	also, and, but, moreover, now (often unexpressed in English)
G1162	δέησις	déēsis	from G1189 (δέομαι);	a petition	prayer, request, supplication
G1163	δεῖ	deî	3rd person singular active present of G1210 (δέω);	also deon deh-on'; neuter active participle of the same; both used impersonally; it is (was, etc.) necessary (as binding)	behoved, be meet, must (needs), (be) need(-ful), ought, should
G1164	δεῖγμα	deîgma	from the base of G1166 (δεικνύω);	a specimen (as shown)	example
G1165	δειγματίζω	deigmatízō	from G1164 (δεῖγμα);	to exhibit	make a shew
G1166	δεικνύω	deiknýō	a prolonged form of an obsolete primary of the same meaning;	to show (literally or figuratively)	shew
G1167	δειλία	deilía	from G1169 (δειλός);	timidity	fear
G1168	δειλιάω	deiliáō	from G1167 (δειλία);	to be timid	be afraid
G1169	δειλός	deilós	from (dread);	timid, i.e. (by implication) faithless	fearful
G1170	δεῖνα	deîna	probably from the same as G1171 (δεινῶς) (through the idea of forgetting the name as fearful, i.e. strange);	so and so (when the person is not specified)	such a man
G1171	δεινῶς	deinōs	adverb from a derivative of the same as G1169 (δειλός);	terribly, i.e. excessively	grievously, vehemently
G1172	δειπνέω	deipnéō	from G1173 (δεῖπνον);	to dine, i.e. take the principle (or evening) meal	sup (X -er)
G1173	δεῖπνον	deîpnon	from the same as G1160 (δαπάνη);	dinner, i.e. the chief meal (usually in the evening)	feast, supper
G1174	δεισιδαιμονέστερος	deisidaimonésteros	the compound of a derivative of the base of G1169 (δειλός) and G1142 (δαίμων);	more religious than others	too superstitious
G1175	δεισιδαιμονία	deisidaimonía	from the same as G1174 (δεισιδαιμονέστερος);	religion	superstition
G1176	δέκα	déka	a primary number;	ten	(eight-)een, ten
G1177	δεκαδύο	dekadýo	from G1176 (δέκα) and G1417 (δύο);	two and ten, i.e. twelve	twelve
G1178	δεκαπέντε	dekapénte	from G1176 (δέκα) and G4002 (πέντε);	ten and five, i.e. fifteen	fifteen
G1179	Δεκάπολις	Dekápolis	from G1176 (δέκα) and G4172 (πόλις);	the ten-city region; the Decapolis, a district in Syria	Decapolis
G1180	δεκατέσσαρες	dekatéssares	from G1176 (δέκα) and G5064 (τέσσαρες);	ten and four, i.e. fourteen	fourteen
G1181	δεκάτη	dekátē	feminine of G1182 (δέκατος);	a tenth, i.e. as a percentage or (technically) tithe	tenth (part), tithe
G1182	δέκατος	dékatos	ordinal from G1176 (δέκα);	tenth	tenth
G1183	δεκατόω	dekatóō	from G1181 (δεκάτη);	to tithe, i.e. to give or take a tenth	pay (receive) tithes
G1184	δεκτός	dektós	from G1209 (δέχομαι);	approved; (figuratively) propitious	accepted(-table)
G1185	δελεάζω	deleázō	from the base of G1388 (δόλος);	to entrap, i.e. (figuratively) delude	allure, beguile, entice
G1186	δένδρον	déndron	probably from (an oak);	a tree	tree
G1187	δεξιολάβος	dexiolábos	from G1188 (δεξιός) and G2983 (λαμβάνω);	a guardsman (as if taking the right) or light-armed soldier	spearman
G1188	δεξιός	dexiós	from G1209 (δέχομαι);	the right side or (feminine) hand (as that which usually takes)	right (hand, side)
